symbol,exchange,tickSz,tickBps,avgPx,avgVol,avgNtl,volatility,dailyRange,tickRange,startDate,endDate
EVGN,NASDAQ,0.01,62.85,1.5912,7255,11544,0.0457,0.0329,3,1/7/2019,1/11/2019
EVK,NASDAQ,0.01,31.08,3.2174,1655,5325,0.1022,0.1269,13,1/7/2019,1/11/2019
EVLMC,NASDAQ,0.01,1,99.9758,5,500,0.0086,0,0,1/7/2019,1/11/2019
EVLO,NASDAQ,0.01,14.83,6.7414,52928,356809,0.3383,0.6697,67,1/7/2019,1/11/2019
EVOK,NASDAQ,0.0001,1.1,0.9073,558924,507112,0.0469,0.0773,773,1/7/2019,1/11/2019
EVOL,NASDAQ,0.0001,1.11,0.9016,25134,22661,0.0405,0.0674,674,1/7/2019,1/11/2019
EVOP,NASDAQ,0.01,3.44,29.0327,343186,9963616,0.4217,0.7968,80,1/7/2019,1/11/2019
EVSI,NASDAQ,0.01,18.1,5.5262,15685,86678,0.2103,0.2866,29,1/7/2019,1/11/2019
EVSTC,NASDAQ,0.01,1,99.9879,7,700,0.0043,0,0,1/7/2019,1/11/2019
EWBC,NASDAQ,0.01,2.3,43.513,1034643,45020421,1.0593,1.2852,129,1/7/2019,1/11/2019
EWJE,NASDAQ,0.01,2.98,33.6069,88,2957,0.1755,0.0069,1,1/7/2019,1/11/2019
EWJV,NASDAQ,0.01,4.08,24.5208,862,21137,0.1647,0.0153,2,1/7/2019,1/11/2019
EWZS,NASDAQ,0.01,5.72,17.4888,81237,1420738,0.2744,0.2878,29,1/7/2019,1/11/2019
EXAS,NASDAQ,0.01,0.93,107.9537,1855112,200266204,2.698,4.0712,407,1/7/2019,1/11/2019
EXC,NASDAQ,0.01,2.13,46.9152,6120902,287163342,0.5342,0.7449,74,1/7/2019,1/11/2019
EXEL,NASDAQ,0.01,5.17,19.3242,2521391,48723864,0.4815,0.6856,69,1/7/2019,1/11/2019
EXFO,NASDAQ,0.01,26.24,3.8112,16692,63617,0.1142,0.145,14,1/7/2019,1/11/2019
EXLS,NASDAQ,0.01,1.5,66.6194,125465,8358403,0.9518,1.5538,155,1/7/2019,1/11/2019
EXPCU,NASDAQ,0.01,9.98,10.0187,283403,2839330,0.0179,0.0117,1,1/7/2019,1/11/2019
EXPD,NASDAQ,0.01,1.37,73.2431,909600,66621924,1.1008,1.4236,142,1/7/2019,1/11/2019
EXPE,NASDAQ,0.01,0.75,133.1199,1478619,196833613,1.374,2.2666,227,1/7/2019,1/11/2019
EXPI,NASDAQ,0.01,10.86,9.208,157298,1448400,0.2713,0.4424,44,1/7/2019,1/11/2019
EXPO,NASDAQ,0.01,1.48,67.5736,259712,17549675,1.0928,1.4019,140,1/7/2019,1/11/2019
EXTR,NASDAQ,0.01,13.85,7.2215,1080993,7806391,0.2,0.2638,26,1/7/2019,1/11/2019
EYE,NASDAQ,0.01,3.61,27.6741,959313,26548124,0.7643,1.0756,108,1/7/2019,1/11/2019
EYEG,NASDAQ,0.01,30.97,3.2287,135672,438044,0.1803,0.3301,33,1/7/2019,1/11/2019
EYEN,NASDAQ,0.01,28.87,3.4643,118550,410693,0.1917,0.3015,30,1/7/2019,1/11/2019
EYES,NASDAQ,0.01,15.22,6.5688,163587,1074570,0.2213,0.4,40,1/7/2019,1/11/2019
EYPT,NASDAQ,0.01,58.21,1.7178,378010,649346,0.0826,0.1205,12,1/7/2019,1/11/2019
EZPW,NASDAQ,0.01,12.85,7.7837,453723,3531644,0.2059,0.2427,24,1/7/2019,1/11/2019
FAAR,NASDAQ,0.01,3.77,26.5157,10536,279369,0.133,0.1301,13,1/7/2019,1/11/2019
FAB,NASDAQ,0.01,1.9,52.6528,4398,231567,0.6534,0.4357,44,1/7/2019,1/11/2019
FAD,NASDAQ,0.01,1.34,74.403,5657,420898,0.7237,0.6006,60,1/7/2019,1/11/2019
FALN,NASDAQ,0.01,3.75,26.6649,50134,1336818,0.0864,0.1327,13,1/7/2019,1/11/2019
FAMI,NASDAQ,0.01,66.92,1.4943,18759,28032,0.1111,0.1633,16,1/7/2019,1/11/2019
FANG,NASDAQ,0.01,1.05,95.313,1677970,159932355,2.3492,3.0047,300,1/7/2019,1/11/2019
FANH,NASDAQ,0.01,3.46,28.9405,255762,7401880,0.6034,0.8826,88,1/7/2019,1/11/2019
FARM,NASDAQ,0.01,7.04,14.214,117808,1674523,0.4702,0.6162,62,1/7/2019,1/11/2019
FARO,NASDAQ,0.01,2.02,49.5549,103693,5138496,1.0452,1.7165,172,1/7/2019,1/11/2019
FAST,NASDAQ,0.01,3.12,32.0148,4873463,156022943,0.7857,0.7549,75,1/7/2019,1/11/2019
FAT,NASDAQ,0.01,23.29,4.2932,6593,28305,0.1536,0.2778,28,1/7/2019,1/11/2019
FATE,NASDAQ,0.01,5.58,17.9292,732251,13128675,0.6578,1.0094,101,1/7/2019,1/11/2019
FB,NASDAQ,0.01,0.53,188.5184,14212772,2679369037,2.9465,4.1892,419,1/7/2019,1/11/2019
FBIO,NASDAQ,0.01,66.47,1.5045,301109,453018,0.0701,0.1137,11,1/7/2019,1/11/2019
FBIOP,NASDAQ,0.01,4.78,20.9158,6207,129824,0.2413,0.2478,25,1/7/2019,1/11/2019
FBIZ,NASDAQ,0.01,4.22,23.7066,16365,387959,0.4323,0.621,62,1/7/2019,1/11/2019
FBMS,NASDAQ,0.01,3.14,31.8749,55705,1775591,0.3901,0.5964,60,1/7/2019,1/11/2019
FBNC,NASDAQ,0.01,2.78,36.0044,75065,2702670,0.4782,0.7792,78,1/7/2019,1/11/2019
FBRX,NASDAQ,0.01,0.14,698.5884,2845,1987484,86.4401,56.7785,5678,1/7/2019,1/11/2019
FBSS,NASDAQ,0.01,4.92,20.3121,3009,61119,0.289,0.2773,28,1/7/2019,1/11/2019
FBZ,NASDAQ,0.01,6.19,16.1524,22038,355967,0.2653,0.195,20,1/7/2019,1/11/2019
FCA,NASDAQ,0.01,4.04,24.758,940,23273,0.3502,0.0813,8,1/7/2019,1/11/2019
FCAL,NASDAQ,0.01,1.88,53.2083,10179,541607,0.1074,0.1489,15,1/7/2019,1/11/2019
FCAN,NASDAQ,0.01,4.31,23.1844,743,17226,0.1814,0.0243,2,1/7/2019,1/11/2019
FCAP,NASDAQ,0.01,1.76,56.7243,6021,341537,1.0289,1.4272,143,1/7/2019,1/11/2019
FCBC,NASDAQ,0.01,3.07,32.5378,28538,928564,0.481,0.7216,72,1/7/2019,1/11/2019
FCBP,NASDAQ,0.01,4.64,21.5554,14065,303177,0.3301,0.5505,55,1/7/2019,1/11/2019
FCCO,NASDAQ,0.01,5.26,19.0274,9688,184337,0.3023,0.5165,52,1/7/2019,1/11/2019
FCCY,NASDAQ,0.01,5.49,18.204,11924,217064,0.266,0.413,41,1/7/2019,1/11/2019
FCEF,NASDAQ,0.01,4.54,22.027,4614,101633,0.1075,0.0878,9,1/7/2019,1/11/2019
FCEL,NASDAQ,0.0001,2.69,0.3722,17133042,6376918,0.0642,0.0572,572,1/7/2019,1/11/2019
FCFS,NASDAQ,0.01,1.03,96.6423,286503,27688309,1.8094,2.482,248,1/7/2019,1/11/2019
FCNCA,NASDAQ,0.01,0.22,461.8338,42535,19644101,6.1508,8.616,862,1/7/2019,1/11/2019
FCVT,NASDAQ,0.01,3.18,31.4847,27005,850244,0.1785,0.2029,20,1/7/2019,1/11/2019
FDBC,NASDAQ,0.01,1.59,62.7416,4386,275185,1.2679,1.6115,161,1/7/2019,1/11/2019
FDIV,NASDAQ,0.01,1.97,50.6898,9850,499295,0.6815,0.2634,26,1/7/2019,1/11/2019
FDNI,NASDAQ,0.01,4.61,21.7144,1755,38109,0.3512,0.1026,10,1/7/2019,1/11/2019
FDT,NASDAQ,0.01,1.91,52.3922,154344,8086422,0.4307,0.3527,35,1/7/2019,1/11/2019
FDTS,NASDAQ,0.01,2.84,35.1643,872,30663,0.3558,0.1078,11,1/7/2019,1/11/2019
FDUS,NASDAQ,0.01,6.61,15.14,97348,1473849,0.1614,0.226,23,1/7/2019,1/11/2019
FDUSG,NASDAQ,0.01,3.95,25.3437,53809,1363719,0.1361,0.1958,20,1/7/2019,1/11/2019
FDUSZ,NASDAQ,0.01,3.86,25.9081,5305,137442,0.3059,0.2849,28,1/7/2019,1/11/2019
FEIM,NASDAQ,0.01,8.67,11.5292,41635,480018,0.2607,0.3269,33,1/7/2019,1/11/2019
FELE,NASDAQ,0.01,2.13,46.982,139683,6562587,0.8089,1.0915,109,1/7/2019,1/11/2019
FEM,NASDAQ,0.01,4.16,24.0623,174708,4203876,0.2296,0.221,22,1/7/2019,1/11/2019
FEMB,NASDAQ,0.01,2.59,38.6028,31485,1215409,0.1374,0.2507,25,1/7/2019,1/11/2019
FEMS,NASDAQ,0.01,2.85,35.08,20736,727419,0.3112,0.3,30,1/7/2019,1/11/2019
FENC,NASDAQ,0.01,22.35,4.4748,32370,144849,0.1413,0.256,26,1/7/2019,1/11/2019
FEP,NASDAQ,0.01,2.9,34.4497,81373,2803275,0.316,0.2428,24,1/7/2019,1/11/2019
FEUZ,NASDAQ,0.01,2.64,37.8215,11214,424130,0.3861,0.3263,33,1/7/2019,1/11/2019
FEX,NASDAQ,0.01,1.64,60.8345,72812,4429482,0.5856,0.5713,57,1/7/2019,1/11/2019
FEYE,NASDAQ,0.01,6.94,14.3991,3540684,50982663,0.2959,0.4146,41,1/7/2019,1/11/2019
FFBC,NASDAQ,0.01,4.16,24.0553,345315,8306656,0.4079,0.6122,61,1/7/2019,1/11/2019
FFBW,NASDAQ,0.01,11.27,8.8764,6130,54412,0.1311,0.0839,8,1/7/2019,1/11/2019
FFHL,NASDAQ,0.01,37.48,2.668,375916,1002944,0.5186,0.3185,32,1/7/2019,1/11/2019
FFIC,NASDAQ,0.01,4.85,20.6179,71534,1474881,0.3328,0.445,44,1/7/2019,1/11/2019
FFIN,NASDAQ,0.01,3.11,32.1048,387027,12425424,0.5202,0.7552,76,1/7/2019,1/11/2019
FFIV,NASDAQ,0.01,0.73,137.9043,652877,90034546,2.478,3.2347,323,1/7/2019,1/11/2019
FFNW,NASDAQ,0.01,7.01,14.2694,14715,209974,0.2214,0.3483,35,1/7/2019,1/11/2019
FFWM,NASDAQ,0.01,6.85,14.5924,122001,1780287,0.229,0.3362,34,1/7/2019,1/11/2019
FGBI,NASDAQ,0.01,5.27,18.9654,6057,114873,0.3558,0.4917,49,1/7/2019,1/11/2019
FGEN,NASDAQ,0.01,2.36,42.3994,533017,22599601,1.0735,1.6861,169,1/7/2019,1/11/2019
FGM,NASDAQ,0.01,2.48,40.3464,8674,349965,0.3946,0.1864,19,1/7/2019,1/11/2019
FHB,NASDAQ,0.01,3.81,26.2274,693966,18200924,0.3854,0.5066,51,1/7/2019,1/11/2019
FHK,NASDAQ,0.01,3.02,33.1,599,19827,0.4786,0.0743,7,1/7/2019,1/11/2019
FIBK,NASDAQ,0.01,2.51,39.8229,178856,7122565,0.4927,0.7648,76,1/7/2019,1/11/2019
FID,NASDAQ,0.01,5.89,16.9736,9120,154799,0.1289,0.0735,7,1/7/2019,1/11/2019
FINX,NASDAQ,0.01,3.43,29.1674,118751,3463658,0.3836,0.4059,41,1/7/2019,1/11/2019
FISI,NASDAQ,0.01,3.39,29.5264,32456,958309,0.4315,0.6724,67,1/7/2019,1/11/2019
FISV,NASDAQ,0.01,0.97,102.8064,4538883,466626221,1.6456,2.1035,210,1/7/2019,1/11/2019
FITB,NASDAQ,0.01,3.65,27.4092,5318769,145783203,0.4651,0.5766,58,1/7/2019,1/11/2019
FITBI,NASDAQ,0.01,3.54,28.2622,40266,1138006,0.119,0.2248,22,1/7/2019,1/11/2019
FITBO,NASDAQ,0.01,3.99,25.0878,300286,7533515,0.0876,0.1975,20,1/7/2019,1/11/2019
FITBP,NASDAQ,0.01,3.67,27.2504,39628,1079879,0.2278,0.2985,30,1/7/2019,1/11/2019
FIVE,NASDAQ,0.01,0.81,123.1887,849180,104609380,2.741,3.623,362,1/7/2019,1/11/2019
FIVN,NASDAQ,0.01,1.79,55.9236,747277,41790420,1.735,2.189,219,1/7/2019,1/11/2019
FIXD,NASDAQ,0.01,1.91,52.4269,229773,12046286,0.1382,0.1667,17,1/7/2019,1/11/2019
FIXX,NASDAQ,0.01,5.67,17.6459,252797,4460831,0.774,1.1067,111,1/7/2019,1/11/2019
FIZZ,NASDAQ,0.01,2.26,44.3403,456214,20228666,1.3384,1.8086,181,1/7/2019,1/11/2019
FJP,NASDAQ,0.01,2.1,47.5534,31586,1502022,0.3647,0.2958,30,1/7/2019,1/11/2019
FKO,NASDAQ,0.01,5.04,19.8465,3860,76607,0.1919,0.0808,8,1/7/2019,1/11/2019
FKU,NASDAQ,0.01,2.82,35.4934,4091,145203,0.4004,0.1367,14,1/7/2019,1/11/2019
FLDM,NASDAQ,0.01,14.42,6.935,776328,5383835,0.4909,0.3695,37,1/7/2019,1/11/2019
FLEX,NASDAQ,0.01,9.75,10.2541,4900469,50249899,0.2907,0.33,33,1/7/2019,1/11/2019
FLGT,NASDAQ,0.01,10.17,9.8297,77850,765242,0.5088,0.6942,69,1/7/2019,1/11/2019
FLIC,NASDAQ,0.01,4.49,22.2537,53047,1180492,0.3005,0.4787,48,1/7/2019,1/11/2019
FLIR,NASDAQ,0.01,1.94,51.4779,757737,39006710,0.8421,1.0424,104,1/7/2019,1/11/2019
FLL,NASDAQ,0.01,49.58,2.0171,66474,134085,0.0625,0.1049,10,1/7/2019,1/11/2019
FLMN,NASDAQ,0.01,14.93,6.6991,204083,1367172,0.2241,0.3247,32,1/7/2019,1/11/2019
FLN,NASDAQ,0.01,4.87,20.5408,82817,1701127,0.3006,0.1901,19,1/7/2019,1/11/2019
FLNT,NASDAQ,0.01,27.8,3.5976,301160,1083453,0.2349,0.205,20,1/7/2019,1/11/2019
FLWS,NASDAQ,0.01,6.09,16.4252,334709,5497662,0.4439,0.5757,58,1/7/2019,1/11/2019
FLXN,NASDAQ,0.01,7.96,12.5573,590987,7421201,0.4155,0.6612,66,1/7/2019,1/11/2019
FLXS,NASDAQ,0.01,6.29,15.9099,29307,466271,0.4337,0.7029,70,1/7/2019,1/11/2019
FMAO,NASDAQ,0.01,3.79,26.3702,9322,245823,0.4287,0.6566,66,1/7/2019,1/11/2019
FMB,NASDAQ,0.01,1.8,55.5141,156757,8702224,0.0911,0.1153,12,1/7/2019,1/11/2019
FMBH,NASDAQ,0.01,2.98,33.56,28965,972065,0.4758,0.7114,71,1/7/2019,1/11/2019
FMBI,NASDAQ,0.01,5.04,19.8447,524490,10408347,0.3111,0.4533,45,1/7/2019,1/11/2019
FMCI,NASDAQ,0.01,9.9,10.1058,52721,532788,0.0143,0.0095,1,1/7/2019,1/11/2019
FMCIU,NASDAQ,0.01,9.37,10.6767,2681,28624,0.0108,0.0045,0,1/7/2019,1/11/2019
FMHI,NASDAQ,0.01,1.88,53.0564,7749,411134,0.0973,0.1775,18,1/7/2019,1/11/2019
FMK,NASDAQ,0.01,2.78,36.0326,2515,90622,0.3153,0.1613,16,1/7/2019,1/11/2019
FMNB,NASDAQ,0.01,6.98,14.3174,34300,491087,0.1854,0.3147,31,1/7/2019,1/11/2019
FNCB,NASDAQ,0.01,13.12,7.6208,15965,121666,0.1848,0.3035,30,1/7/2019,1/11/2019
FNHC,NASDAQ,0.01,7.47,13.3787,62001,829493,0.3613,0.5526,55,1/7/2019,1/11/2019
FNJN,NASDAQ,0.01,49.06,2.0383,61023,124383,0.048,0.071,7,1/7/2019,1/11/2019
FNK,NASDAQ,0.01,3,33.2943,5883,195870,0.447,0.2734,27,1/7/2019,1/11/2019
FNKO,NASDAQ,0.01,4.55,21.9574,934573,20520793,0.7421,0.9665,97,1/7/2019,1/11/2019
FNLC,NASDAQ,0.01,3.79,26.3751,11467,302443,0.306,0.5595,56,1/7/2019,1/11/2019
FNWB,NASDAQ,0.01,6.03,16.5778,17133,284027,0.1874,0.3701,37,1/7/2019,1/11/2019
FNX,NASDAQ,0.01,1.48,67.7694,31763,2152559,0.736,0.7514,75,1/7/2019,1/11/2019
FNY,NASDAQ,0.01,2.19,45.6809,44587,2036774,0.4894,0.5341,53,1/7/2019,1/11/2019
FOCS,NASDAQ,0.01,4.18,23.9501,265323,6354512,0.5431,0.8994,90,1/7/2019,1/11/2019
FOLD,NASDAQ,0.01,9.88,10.1171,3640887,36835218,0.2833,0.4408,44,1/7/2019,1/11/2019
FONR,NASDAQ,0.01,4.5,22.2431,35305,785293,0.3954,0.726,73,1/7/2019,1/11/2019
FORD,NASDAQ,0.01,91.82,1.0891,24815,27026,0.0474,0.0562,6,1/7/2019,1/11/2019
FORK,NASDAQ,0.01,42.2,2.3698,46467,110117,0.0662,0.119,12,1/7/2019,1/11/2019
FORM,NASDAQ,0.01,5.56,17.9994,331271,5962679,0.3889,0.5512,55,1/7/2019,1/11/2019
FORR,NASDAQ,0.01,2.64,37.8623,62264,2357458,0.8781,1.1506,115,1/7/2019,1/11/2019
FORTY,NASDAQ,0.01,1.66,60.4165,319,19273,1.5626,0.2067,21,1/7/2019,1/11/2019
FOSL,NASDAQ,0.01,8.84,11.3116,1212410,13714297,0.3957,0.5556,56,1/7/2019,1/11/2019
FOX,NASDAQ,0.01,2.97,33.6462,1377388,46343872,0.49,0.6981,70,1/7/2019,1/11/2019
FOXA,NASDAQ,0.01,2.96,33.8133,4336024,146615280,0.5128,0.7297,73,1/7/2019,1/11/2019
FOXF,NASDAQ,0.01,1.41,71.0562,224671,15964268,1.4389,2.269,227,1/7/2019,1/11/2019
FPA,NASDAQ,0.01,3.59,27.8269,9140,254338,0.2876,0.1928,19,1/7/2019,1/11/2019
FPAY,NASDAQ,0.01,63.87,1.5656,131442,205786,0.076,0.1267,13,1/7/2019,1/11/2019
FPRX,NASDAQ,0.01,19.75,5.0636,345131,1747605,0.185,0.2995,30,1/7/2019,1/11/2019
FPXE,NASDAQ,0.01,4.97,20.115,151,3037,0.1444,0.0122,1,1/7/2019,1/11/2019
FPXI,NASDAQ,0.01,2.68,37.3248,14814,552930,0.4064,0.3885,39,1/7/2019,1/11/2019
FRAF,NASDAQ,0.01,2.84,35.1972,6817,239939,0.5775,0.8044,80,1/7/2019,1/11/2019
FRAN,NASDAQ,0.01,10.89,9.1842,922372,8471249,1.2991,1.1728,117,1/7/2019,1/11/2019
FRBA,NASDAQ,0.01,9.17,10.9092,18995,207220,0.1275,0.2416,24,1/7/2019,1/11/2019
FRBK,NASDAQ,0.01,23.4,4.2733,173767,742559,0.0785,0.1385,14,1/7/2019,1/11/2019
FREQ,NASDAQ,0.01,7.36,13.5857,218038,2962199,0.3431,0.9942,99,1/7/2019,1/11/2019
FRG,NASDAQ,0.01,8.49,11.7807,34233,403289,0.2812,0.0967,10,1/7/2019,1/11/2019
FRGI,NASDAQ,0.01,9.93,10.0659,258977,2606837,0.2777,0.4505,45,1/7/2019,1/11/2019
FRHC,NASDAQ,0.01,8.33,12.01,41560,499136,0.2122,0.256,26,1/7/2019,1/11/2019
FRME,NASDAQ,0.01,2.67,37.4803,187021,7009603,0.6422,0.8755,88,1/7/2019,1/11/2019
FRPH,NASDAQ,0.01,2.01,49.674,9824,487997,0.8263,1.2585,126,1/7/2019,1/11/2019
FRPT,NASDAQ,0.01,2.14,46.6767,386352,18033636,1.0737,1.6005,160,1/7/2019,1/11/2019
FRSX,NASDAQ,0.01,63.42,1.5769,108162,170561,0.0666,0.1069,11,1/7/2019,1/11/2019
FRTA,NASDAQ,0.01,14.76,6.7728,195927,1326974,0.2483,0.3657,37,1/7/2019,1/11/2019
FSBW,NASDAQ,0.01,1.98,50.3976,8399,423289,0.7809,1.094,109,1/7/2019,1/11/2019
FSCT,NASDAQ,0.01,2.84,35.1948,594465,20922077,1.808,1.3355,134,1/7/2019,1/11/2019
FSEA,NASDAQ,0.01,10.98,9.1039,21775,198237,0.1248,0.1578,16,1/7/2019,1/11/2019
FSFG,NASDAQ,0.01,1.64,60.917,2217,135053,0.6421,0.6228,62,1/7/2019,1/11/2019
FSLR,NASDAQ,0.01,1.62,61.7551,1309551,80871453,1.3948,2.003,200,1/7/2019,1/11/2019
FSTR,NASDAQ,0.01,4.5,22.2194,34291,761925,0.6152,0.8736,87,1/7/2019,1/11/2019
FSV,NASDAQ,0.01,0.99,100.8515,38043,3836694,1.7101,2.274,227,1/7/2019,1/11/2019
FSZ,NASDAQ,0.01,2.05,48.868,7952,388598,0.419,0.2249,22,1/7/2019,1/11/2019
FTA,NASDAQ,0.01,1.95,51.2128,80121,4103221,0.5737,0.5897,59,1/7/2019,1/11/2019
FTAC,NASDAQ,0.01,10.02,9.9796,103171,1029605,0.0237,0.0244,2,1/7/2019,1/11/2019
FTACU,NASDAQ,0.01,9.37,10.6758,14135,150902,0.0616,0.0314,3,1/7/2019,1/11/2019
FTAG,NASDAQ,0.01,4.37,22.8742,327,7480,0.2934,0.0217,2,1/7/2019,1/11/2019
FTC,NASDAQ,0.01,1.42,70.513,62885,4434210,0.6755,0.6892,69,1/7/2019,1/11/2019
FTCS,NASDAQ,0.01,1.76,56.8029,282798,16063747,0.5113,0.5366,54,1/7/2019,1/11/2019
FTDR,NASDAQ,0.01,2.06,48.6127,479059,23288351,1.1854,1.5101,151,1/7/2019,1/11/2019
FTEK,NASDAQ,0.01,95.75,1.0444,68008,71028,0.0399,0.0722,7,1/7/2019,1/11/2019
FTFT,NASDAQ,0.0001,1.06,0.9407,221417,208287,0.042,0.0905,905,1/7/2019,1/11/2019
FTGC,NASDAQ,0.01,5.47,18.2835,51010,932641,0.1082,0.1276,13,1/7/2019,1/11/2019
FTHI,NASDAQ,0.01,4.47,22.3745,17336,387884,0.1496,0.1717,17,1/7/2019,1/11/2019
FTLB,NASDAQ,0.01,4.52,22.1477,2806,62146,0.2,0.0779,8,1/7/2019,1/11/2019
FTNT,NASDAQ,0.01,1.24,80.478,1357701,109265061,1.5882,2.0442,204,1/7/2019,1/11/2019
FTRI,NASDAQ,0.01,8.69,11.5102,1247,14353,0.1224,0.0352,4,1/7/2019,1/11/2019
FTSL,NASDAQ,0.01,2.11,47.2906,177699,8403492,0.1096,0.1385,14,1/7/2019,1/11/2019
FTSM,NASDAQ,0.01,1.66,60.1226,724771,43575117,0.0227,0.0204,2,1/7/2019,1/11/2019
FTXD,NASDAQ,0.01,4.36,22.9533,1656,38011,0.2242,0.0801,8,1/7/2019,1/11/2019
FTXG,NASDAQ,0.01,4.79,20.889,4608,96257,0.1563,0.1121,11,1/7/2019,1/11/2019
FTXH,NASDAQ,0.01,4.87,20.5166,1771,36335,0.2223,0.1112,11,1/7/2019,1/11/2019
FTXL,NASDAQ,0.01,2.92,34.273,13649,467792,0.5738,0.4132,41,1/7/2019,1/11/2019
FTXN,NASDAQ,0.01,6.22,16.0877,4762,76610,0.2328,0.1272,13,1/7/2019,1/11/2019
FTXO,NASDAQ,0.01,3.97,25.2064,57585,1451511,0.3606,0.3693,37,1/7/2019,1/11/2019
FTXR,NASDAQ,0.01,4.3,23.2645,3134,72911,0.3096,0.0509,5,1/7/2019,1/11/2019
FULC,NASDAQ,0.01,10.62,9.4165,88856,836713,0.5993,1.0279,103,1/7/2019,1/11/2019
FULT,NASDAQ,0.01,6.15,16.2688,768530,12503061,0.2272,0.3224,32,1/7/2019,1/11/2019
FUNC,NASDAQ,0.01,4.62,21.6343,26837,580600,0.2906,0.4786,48,1/7/2019,1/11/2019
FUND,NASDAQ,0.01,14.85,6.7321,44648,300575,0.0556,0.0836,8,1/7/2019,1/11/2019
FUSB,NASDAQ,0.01,11.04,9.055,4137,37461,0.1318,0.1501,15,1/7/2019,1/11/2019
FUTU,NASDAQ,0.01,9.1,10.9867,107773,1184070,0.2568,0.3648,36,1/7/2019,1/11/2019
FUV,NASDAQ,0.01,34.3,2.9152,60231,175585,0.1075,0.1811,18,1/7/2019,1/11/2019
FV,NASDAQ,0.01,3.33,30.0017,184477,5534624,0.301,0.3555,36,1/7/2019,1/11/2019
FVC,NASDAQ,0.01,3.75,26.6652,62405,1664042,0.1644,0.1851,19,1/7/2019,1/11/2019
FVCB,NASDAQ,0.01,5.65,17.7045,27498,486838,0.3481,0.4785,48,1/7/2019,1/11/2019
FVE,NASDAQ,0.01,19.59,5.1045,4308,21990,0.3264,0.4573,46,1/7/2019,1/11/2019
FWONA,NASDAQ,0.01,2.6,38.5128,88223,3397715,0.5488,0.7643,76,1/7/2019,1/11/2019
FWONK,NASDAQ,0.01,2.47,40.5037,660729,26761969,0.5856,0.9308,93,1/7/2019,1/11/2019
FWP,NASDAQ,0.01,15.06,6.6381,27269,181014,0.2544,0.3148,31,1/7/2019,1/11/2019
FWRD,NASDAQ,0.01,1.61,62.1194,146502,9100616,1.0479,1.4757,148,1/7/2019,1/11/2019
FXNC,NASDAQ,0.01,5.27,18.9792,2224,42210,0.4789,0.2702,27,1/7/2019,1/11/2019
FYC,NASDAQ,0.01,2.22,45.0181,34399,1548578,0.471,0.5209,52,1/7/2019,1/11/2019
FYT,NASDAQ,0.01,2.96,33.8176,11055,373854,0.4896,0.4071,41,1/7/2019,1/11/2019
FYX,NASDAQ,0.01,1.67,59.941,35855,2149185,0.7132,0.8069,81,1/7/2019,1/11/2019
GABC,NASDAQ,0.01,3.21,31.1533,60091,1872033,0.3805,0.6324,63,1/7/2019,1/11/2019
GAIA,NASDAQ,0.01,14.64,6.8316,124821,852727,0.2643,0.3752,38,1/7/2019,1/11/2019
GAIN,NASDAQ,0.01,8.42,11.8706,110760,1314788,0.0879,0.1528,15,1/7/2019,1/11/2019
GAINL,NASDAQ,0.01,3.84,26.074,3797,99003,0.1184,0.1536,15,1/7/2019,1/11/2019
GAINM,NASDAQ,0.01,3.92,25.5325,3155,80555,0.0812,0.0854,9,1/7/2019,1/11/2019
GALT,NASDAQ,0.01,27.01,3.7017,257037,951474,0.1375,0.2142,21,1/7/2019,1/11/2019
GARS,NASDAQ,0.01,14.46,6.915,27881,192797,0.0501,0.0779,8,1/7/2019,1/11/2019
GASS,NASDAQ,0.01,29.64,3.3737,36497,123130,0.0776,0.1142,11,1/7/2019,1/11/2019
GBCI,NASDAQ,0.01,2.48,40.279,311194,12534583,0.5774,0.8367,84,1/7/2019,1/11/2019
GBDC,NASDAQ,0.01,5.6,17.8668,284048,5075029,0.1256,0.2131,21,1/7/2019,1/11/2019
GBLI,NASDAQ,0.01,3.79,26.3999,11890,313895,0.5503,0.924,92,1/7/2019,1/11/2019
GBLIZ,NASDAQ,0.01,3.86,25.881,5380,139240,0.1123,0.1209,12,1/7/2019,1/11/2019
GBT,NASDAQ,0.01,1.96,51.0238,725647,37025267,1.2927,2.1398,214,1/7/2019,1/11/2019
GCBC,NASDAQ,0.01,3.64,27.4438,3262,89522,0.3834,0.4788,48,1/7/2019,1/11/2019
GDEN,NASDAQ,0.01,7.23,13.8358,120590,1668459,0.3336,0.5165,52,1/7/2019,1/11/2019
GDS,NASDAQ,0.01,2.47,40.5112,688355,27886087,0.9792,1.4837,148,1/7/2019,1/11/2019
GDYN,NASDAQ,0.01,9.87,10.1269,74913,758636,0.0126,0.0177,2,1/7/2019,1/11/2019
GEC,NASDAQ,0.01,26.57,3.7643,26471,99645,0.112,0.1462,15,1/7/2019,1/11/2019
GECC,NASDAQ,0.01,11.87,8.4248,48678,410102,0.0802,0.1366,14,1/7/2019,1/11/2019
GECCN,NASDAQ,0.01,4,24.9701,8664,216341,0.0808,0.1207,12,1/7/2019,1/11/2019
GENC,NASDAQ,0.01,8.4,11.9079,10176,121175,0.2687,0.374,37,1/7/2019,1/11/2019
GENE,NASDAQ,0.01,46.3,2.1598,82001,177106,0.113,0.1814,18,1/7/2019,1/11/2019
GENY,NASDAQ,0.01,2.61,38.3263,1512,57949,0.3919,0.184,18,1/7/2019,1/11/2019
